94 91  91 2  2 17  17 93  93 67  67 49  49 99  99 43  43 7  7 56  56 82  82 7  7 99  99 27  27 98  98 22  22 22  22 30  30 36  36 18  18 95  95 28  28 54  54 75  75 78  78 29  29 1  1 46  46 50  50 97  97 30  30 41  41 8  8 44  44 48  48 50  50 49  49 99  99 98  98 77  77 37  37 96  96 32  32 92  92 16  16 26  26 35  35 84  84 77  77 83
1 59  59 19  19 13  13 88  88 42  42 50  50 81  81 58  58 93  93 46  46 19  19 19  19 94  94 29  29 17  17 90  90 18  18 25  25 44  44 93  93 20  20 3  3 31  31 51  51 28  28 77  77 17  17 76  76 50  50 91  91 44  44 99  99 83  83 64  64 6  6 45  45 91  91 32  32 82  82 89  89 55  55 90  90 12  12 62  62 48  48 36  36 15  15 45  45 64  64 7
60 79  79 21  21 45  45 17  17 15  15 41  41 88  88 13  13 86  86 90  90 47  47 5  5 2  2 83  83 55  55 36  36 8  8 98  98 35  35 71  71 24  24 51  51 47  47 25  25 74  74 43  43 64  64 68  68 60  60 47  47 90  90 65  65 32  32 29  29 94  94 20  20 71  71 59  59 44  44 69  69 18  18 93  93 59  59 43  43 9  9 81  81 1  1 71  71 90  90 83

60 79  79 21  21 45  45 17  17 15  15 41  41 88  88 13  13 86  86 90  90 47  47 5  5 2  2 83  83 55  55 36  36 8  8 98  98 35  35 71  71 24  24 51  51 47  47 25  25 74  74 43  43 64  64 68  68 60  60 47  47 90  90 65  65 32  32 29  29 94  94 20  20 71  71 59  59 44  44 69  69 18  18 93  93 59  59 43  43 9  9 81  81 1  1 71  71 90  90 83
81 90  90 36  36 86  86 62  62 24  24 24  24 81  81 19  19 57  57 65  65 35  35 5  5 95  95 87  87 34  34 89  89 27  27 7  7 34  34 15  15 95  95 32  32 27  27 42  42 11  11 14  14 73  73 8  8 15  15 56  56 24  24 86  86 7  7 28  28 60  60 97  97 53  53 33  33 72  72 7  7 71  71 20  20 40  40 28  28 98  98 78  78 97  97 10  10 83  83 87

81 90  90 36  36 86  86 62  62 24  24 24  24 81  81 19  19 57  57 65  65 35  35 5  5 95  95 87  87 34  34 89  89 27  27 7  7 34  34 15  15 95  95 32  32 27  27 42  42 11  11 14  14 73  73 8  8 15  15 56  56 24  24 86  86 7  7 28  28 60  60 97  97 53  53 33  33 72  72 7  7 71  71 20  20 40  40 28  28 98  98 78  78 97  97 10  10 83  83 87
16 94  94 25  25 1  1 32  32 42  42 54  54 17  17 93  93 95  95 63  63 22  22 43  43 75  75 75  75 97  97 32  32 84  84 15  15 52  52 97  97 27  27 24  24 34  34 87  87 91  91 20  20 26  26 88  88 21  21 16  16 68  68 28  28 38  38 12  12 99  99 78  78 14  14 92  92 43  43 42  42 34  34 84  84 55  55 32  32 7  7 80  80 77  77 32  32 67  67 20

16 94  94 25  25 1  1 32  32 42  42 54  54 17  17 93  93 95  95 63  63 22  22 43  43 75  75 75  75 97  97 32  32 84  84 15  15 52  52 97  97 27  27 24  24 34  34 87  87 91  91 20  20 26  26 88  88 21  21 16  16 68  68 28  28 38  38 12  12 99  99 78  78 14  14 92  92 43  43 42  42 34  34 84  84 55  55 32  32 7  7 80  80 77  77 32  32 67  67 20
97 6  6 84  84 16  16 85  85 5  5 8  8 76  76 52  52 40  40 93  93 70  70 16  16 9  9 41  41 30  30 22  22 3  3 54  54 3  3 61  61 49  49 9  9 41  41 20  20 32  32 99  99 29  29 59  59 83  83 95  95 59  59 43  43 63  63 72  72 94  94 93  93 75  75 33  33 13  13 89  89 29  29 99  99 17  17 89  89 41  41 42  42 43  43 23  23 57  57 32

97 6  6 84  84 16  16 85  85 5  5 8  8 76  76 52  52 40  40 93  93 70  70 16  16 9  9 41  41 30  30 22  22 3  3 54  54 3  3 61  61 49  49 9  9 41  41 20  20 32  32 99  99 29  29 59  59 83  83 95  95 59  59 43  43 63  63 72  72 94  94 93  93 75  75 33  33 13  13 89  89 29  29 99  99 17  17 89  89 41  41 42  42 43  43 23  23 57  57 32
8 38  38 47  47 66  66 55  55 20  20 21  21 4  4 9  9 9  9 61  61 62  62 33  33 61  61 65  65 39  39 48  48 61  61 80  80 5  5 5  5 31  31 26  26 48  48 15  15 25  25 53  53 56  56 83  83 15  15 67  67 1  1 65  65 43  43 90  90 62  62 83  83 47  47 10  10 6  6 70  70 88  88 33  33 40  40 36  36 5  5 60  60 49  49 59  59 2  2 87

8 38  38 47  47 66  66 55  55 20  20 21  21 4  4 9  9 9  9 61  61 62  62 33  33 61  61 65  65 39  39 48  48 61  61 80  80 5  5 5  5 31  31 26  26 48  48 15  15 25  25 53  53 56  56 83  83 15  15 67  67 1  1 65  65 43  43 90  90 62  62 83  83 47  47 10  10 6  6 70  70 88  88 33  33 40  40 36  36 5  5 60  60 49  49 59  59 2  2 87
71 99  99 52  52 33  33 82  82 96  96 53  53 26  26 41  41 38  38 65  65 4  4 36  36 82  82 94  94 42  42 60  60 2  2 30  30 35  35 56  56 1  1 27  27 66  66 66  66 70  70 37  37 48  48 77  77 68  68 66  66 16  16 85  85 71  71 94  94 72  72 18  18 54  54 83  83 85  85 30  30 26  26 93  93 34  34 42  42 33  33 7  7 54  54 85  85 9  9 50

71 99  99 52  52 33  33 82  82 96  96 53  53 26  26 41  41 38  38 65  65 4  4 36  36 82  82 94  94 42  42 60  60 2  2 30  30 35  35 56  56 1  1 27  27 66  66 66  66 70  70 37  37 48  48 77  77 68  68 66  66 16  16 85  85 71  71 94  94 72  72 18  18 54  54 83  83 85  85 30  30 26  26 93  93 34  34 42  42 33  33 7  7 54  54 85  85 9  9 50
21 26  26 92  92 84  84 96  96 96  96 40  40 64  64 97  97 26  26 72  72 52  52 10  10 72  72 57  57 47  47 15  15 98  98 10  10 80  80 37  37 36  36 95  95 88  88 34  34 11  11 36  36 81  81 55  55 56  56 71  71 10  10 95  95 52  52 90  90 99  99 74  74 22  22 23  23 4  4 10  10 53  53 43  43 32  32 44  44 63  63 48  48 10  10 15  15 58  58 93

21 26  26 92  92 84  84 96  96 96  96 40  40 64  64 97  97 26  26 72  72 52  52 10  10 72  72 57  57 47  47 15  15 98  98 10  10 80  80 37  37 36  36 95  95 88  88 34  34 11  11 36  36 81  81 55  55 56  56 71  71 10  10 95  95 52  52 90  90 99  99 74  74 22  22 23  23 4  4 10  10 53  53 43  43 32  32 44  44 63  63 48  48 10  10 15  15 58  58 93
42 69  69 58  58 13  13 16  16 27  27 72  72 69  69 34  34 8  8 18  18 66  66 38  38 92  92 68  68 63  63 74  74 52  52 84  84 49  49 68  68 73  73 65  65 10  10 56  56 43  43 43  43 16  16 29  29 90  90 38  38 32  32 9  9 12  12 63  63 60  60 19  19 38  38 80  80 39  39 33  33 11  11 65  65 12  12 77  77 24  24 93  93 75  75 3  3 83  83 29

42 69  69 58  58 13  13 16  16 27  27 72  72 69  69 34  34 8  8 18  18 66  66 38  38 92  92 68  68 63  63 74  74 52  52 84  84 49  49 68  68 73  73 65  65 10  10 56  56 43  43 43  43 16  16 29  29 90  90 38  38 32  32 9  9 12  12 63  63 60  60 19  19 38  38 80  80 39  39 33  33 11  11 65  65 12  12 77  77 24  24 93  93 75  75 3  3 83  83 29
44 41  41 79  79 33  33 48  48 13  13 73  73 1  1 29  29 38  38 33  33 35  35 32  32 54  54 40  40 16  16 8  8 94  94 85  85 54  54 51  51 60  60 97  97 35  35 19  19 63  63 55  55 70  70 83  83 3  3 93  93 33  33 92  92 9  9 18  18 80  80 5  5 8  8 84  84 43  43 50  50 55  55 93  93 35  35 48  48 9  9 97  97 56  56 67  67 81  81 60

44 41  41 79  79 33  33 48  48 13  13 73  73 1  1 29  29 38  38 33  33 35  35 32  32 54  54 40  40 16  16 8  8 94  94 85  85 54  54 51  51 60  60 97  97 35  35 19  19 63  63 55  55 70  70 83  83 3  3 93  93 33  33 92  92 9  9 18  18 80  80 5  5 8  8 84  84 43  43 50  50 55  55 93  93 35  35 48  48 9  9 97  97 56  56 67  67 81  81 60
19 82  82 84  84 26  26 74  74 71  71 47  47 3  3 32  32 86  86 71  71 91  91 99  99 94  94 82  82 42  42 52  52 70  70 15  15 79  79 65  65 9  9 11  11 45  45 42  42 79  79 32  32 48  48 6  6 31  31 10  10 42  42 24  24 50  50 79  79 85  85 2  2 95  95 56  56 90  90 61  61 40  40 41  41 14  14 15  15 90  90 89  89 10  10 55  55 14  14 90

19 82  82 84  84 26  26 74  74 71  71 47  47 3  3 32  32 86  86 71  71 91  91 99  99 94  94 82  82 42  42 52  52 70  70 15  15 79  79 65  65 9  9 11  11 45  45 42  42 79  79 32  32 48  48 6  6 31  31 10  10 42  42 24  24 50  50 79  79 85  85 2  2 95  95 56  56 90  90 61  61 40  40 41  41 14  14 15  15 90  90 89  89 10  10 55  55 14  14 90
2 49  49 94  94 23  23 58  58 61  61 78  78 29  29 6  6 57  57 94  94 84  84 36  36 21  21 20  20 27  27 94  94 14  14 13  13 29  29 37  37 41  41 78  78 17  17 89  89 1  1 33  33 89  89 48  48 38  38 34  34 50  50 72  72 31  31 80  80 82  82 23  23 44  44 82  82 81  81 7  7 44  44 7  7 81  81 55  55 48  48 3  3 55  55 14  14 7  7 79

2 49  49 94  94 23  23 58  58 61  61 78  78 29  29 6  6 57  57 94  94 84  84 36  36 21  21 20  20 27  27 94  94 14  14 13  13 29  29 37  37 41  41 78  78 17  17 89  89 1  1 33  33 89  89 48  48 38  38 34  34 50  50 72  72 31  31 80  80 82  82 23  23 44  44 82  82 81  81 7  7 44  44 7  7 81  81 55  55 48  48 3  3 55  55 14  14 7  7 79
31 74  74 59  59 83  83 79  79 13  13 12  12 90  90 24  24 75  75 84  84 58  58 49  49 9  9 89  89 6  6 81  81 40  40 53  53 4  4 45  45 26  26 26  26 14  14 68  68 77  77 36  36 81  81 73  73 33  33 75  75 99  99 95  95 22  22 10  10 26  26 59  59 43  43 14  14 32  32 66  66 77  77 92  92 52  52 63  63 73  73 29  29 31  31 2  2 55  55 44

31 74  74 59  59 83  83 79  79 13  13 12  12 90  90 24  24 75  75 84  84 58  58 49  49 9  9 89  89 6  6 81  81 40  40 53  53 4  4 45  45 26  26 26  26 14  14 68  68 77  77 36  36 81  81 73  73 33  33 75  75 99  99 95  95 22  22 10  10 26  26 59  59 43  43 14  14 32  32 66  66 77  77 92  92 52  52 63  63 73  73 29  29 31  31 2  2 55  55 44
90 91  91 91  91 5  5 52  52 77  77 33  33 19  19 76  76 86  86 82  82 21  21 41  41 75  75 7  7 37  37 50  50 82  82 54  54 87  87 48  48 37  37 76  76 54  54 1  1 82  82 71  71 25  25 62  62 14  14 38  38 89  89 26  26 63  63 18  18 64  64 61  61 95  95 33  33 28  28 66  66 5  5 81  81 33  33 37  37 39  39 30  30 27  27 44  44 7  7 37

90 91  91 91  91 5  5 52  52 77  77 33  33 19  19 76  76 86  86 82  82 21  21 41  41 75  75 7  7 37  37 50  50 82  82 54  54 87  87 48  48 37  37 76  76 54  54 1  1 82  82 71  71 25  25 62  62 14  14 38  38 89  89 26  26 63  63 18  18 64  64 61  61 95  95 33  33 28  28 66  66 5  5 81  81 33  33 37  37 39  39 30  30 27  27 44  44 7  7 37
88 31  31 80  80 7  7 40  40 36  36 19  19 91  91 16  16 92  92 92  92 51  51 26  26 79  79 4  4 42  42 47  47 57  57 17  17 88  88 6  6 54  54 77  77 95  95 53  53 70  70 45  45 3  3 85  85 73  73 61  61 68  68 99  99 7  7 35  35 75  75 83  83 27  27 75  75 60  60 53  53 57  57 49  49 11  11 83  83 8  8 85  85 27  27 87  87 71  71 10

88 31  31 80  80 7  7 40  40 36  36 19  19 91  91 16  16 92  92 92  92 51  51 26  26 79  79 4  4 42  42 47  47 57  57 17  17 88  88 6  6 54  54 77  77 95  95 53  53 70  70 45  45 3  3 85  85 73  73 61  61 68  68 99  99 7  7 35  35 75  75 83  83 27  27 75  75 60  60 53  53 57  57 49  49 11  11 83  83 8  8 85  85 27  27 87  87 71  71 10
2 76  76 90  90 77  77 5  5 51  51 32  32 9  9 94  94 60  60 63  63 3  3 68  68 34  34 43  43 44  44 50  50 28  28 10  10 65  65 71  71 30  30 58  58 78  78 49  49 35  35 85  85 65  65 89  89 75  75 8  8 57  57 56  56 57  57 77  77 54  54 76  76 39  39 8  8 73  73 75  75 18  18 47  47 80  80 55  55 68  68 9  9 98  98 72  72 84  84 42

2 76  76 90  90 77  77 5  5 51  51 32  32 9  9 94  94 60  60 63  63 3  3 68  68 34  34 43  43 44  44 50  50 28  28 10  10 65  65 71  71 30  30 58  58 78  78 49  49 35  35 85  85 65  65 89  89 75  75 8  8 57  57 56  56 57  57 77  77 54  54 76  76 39  39 8  8 73  73 75  75 18  18 47  47 80  80 55  55 68  68 9  9 98  98 72  72 84  84 42
49 55  55 62  62 28  28 15  15 48  48 99  99 76  76 45  45 49  49 10  10 25  25 70  70 3  3 35  35 86  86 62  62 61  61 17  17 26  26 82  82 89  89 96  96 16  16 24  24 25  25 97  97 55  55 57  57 54  54 51  51 23  23 60  60 53  53 63  63 26  26 13  13 29  29 25  25 73  73 49  49 55  55 80  80 14  14 84  84 49  49 90  90 99  99 6  6 21  21 29

49 55  55 62  62 28  28 15  15 48  48 99  99 76  76 45  45 49  49 10  10 25  25 70  70 3  3 35  35 86  86 62  62 61  61 17  17 26  26 82  82 89  89 96  96 16  16 24  24 25  25 97  97 55  55 57  57 54  54 51  51 23  23 60  60 53  53 63  63 26  26 13  13 29  29 25  25 73  73 49  49 55  55 80  80 14  14 84  84 49  49 90  90 99  99 6  6 21  21 29
67 94  94 25  25 46  46 63  63 18  18 92  92 24  24 56  56 8  8 28  28 7  7 98  98 99  99 84  84 69  69 28  28 44  44 37  37 48  48 86  86 59  59 31  31 19  19 84  84 41  41 49  49 64  64 26  26 13  13 42  42 85  85 81  81 63  63 56  56 56  56 62  62 25  25 39  39 92  92 88  88 63  63 81  81 55  55 73  73 94  94 99  99 61  61 15  15 51  51 23

67 94  94 25  25 46  46 63  63 18  18 92  92 24  24 56  56 8  8 28  28 7  7 98  98 99  99 84  84 69  69 28  28 44  44 37  37 48  48 86  86 59  59 31  31 19  19 84  84 41  41 49  49 64  64 26  26 13  13 42  42 85  85 81  81 63  63 56  56 56  56 62  62 25  25 39  39 92  92 88  88 63  63 81  81 55  55 73  73 94  94 99  99 61  61 15  15 51  51 23
91 8  8 77  77 10  10 65  65 81  81 8  8 54  54 41  41 60  60 59  59 98  98 17  17 68  68 80  80 32  32 2  2 70  70 64  64 95  95 41  41 22  22 86  86 68  68 66  66 45  45 85  85 38  38 55  55 91  91 19  19 6  6 43  43 39  39 12  12 24  24 33  33 80  80 74  74 52  52 94  94 85  85 50  50 15  15 35  35 99  99 9  9 99  99 8  8 93  93 80

91 8  8 77  77 10  10 65  65 81  81 8  8 54  54 41  41 60  60 59  59 98  98 17  17 68  68 80  80 32  32 2  2 70  70 64  64 95  95 41  41 22  22 86  86 68  68 66  66 45  45 85  85 38  38 55  55 91  91 19  19 6  6 43  43 39  39 12  12 24  24 33  33 80  80 74  74 52  52 94  94 85  85 50  50 15  15 35  35 99  99 9  9 99  99 8  8 93  93 80
93 73  73 27  27 60  60 96  96 87  87 91  91 87  87 72  72 49  49 45  45 76  76 6  6 68  68 15  15 23  23 73  73 96  96 93  93 18  18 60  60 82  82 52  52 44  44 75  75 92  92 45  45 83  83 57  57 2  2 49  49 37  37 73  73 27  27 12  12 63  63 2  2 2  2 63  63 68  68 64  64 93  93 32  32 70  70 49  49 68  68 80  80 46  46 27  27 77  77 42

93 73  73 27  27 60  60 96  96 87  87 91  91 87  87 72  72 49  49 45  45 76  76 6  6 68  68 15  15 23  23 73  73 96  96 93  93 18  18 60  60 82  82 52  52 44  44 75  75 92  92 45  45 83  83 57  57 2  2 49  49 37  37 73  73 27  27 12  12 63  63 2  2 2  2 63  63 68  68 64  64 93  93 32  32 70  70 49  49 68  68 80  80 46  46 27  27 77  77 42
12 87  87 96  96 52  52 94  94 61  61 90  90 30  30 46  46 9  9 12  12 42  42 45  45 27  27 89  89 70  70 84  84 67  67 73  73 91  91 16  16 73  73 29  29 52  52 85  85 42  42 9  9 83  83 29  29 81  81 51  51 14  14 60  60 55  55 72  72 18  18 60  60 22  22 80  80 76  76 3  3 92  92 45  45 94  94 30  30 62  62 75  75 19  19 20  20 17  17 50

12 87  87 96  96 52  52 94  94 61  61 90  90 30  30 46  46 9  9 12  12 42  42 45  45 27  27 89  89 70  70 84  84 67  67 73  73 91  91 16  16 73  73 29  29 52  52 85  85 42  42 9  9 83  83 29  29 81  81 51  51 14  14 60  60 55  55 72  72 18  18 60  60 22  22 80  80 76  76 3  3 92  92 45  45 94  94 30  30 62  62 75  75 19  19 20  20 17  17 50
10 12  12 48  48 80  80 28  28 38  38 64  64 33  33 97  97 41  41 75  75 98  98 42  42 57  57 24  24 3  3 40  40 82  82 88  88 4  4 66  66 73  73 29  29 77  77 54  54 56  56 9  9 54  54 20  20 47  47 44  44 4  4 17  17 14  14 40  40 25  25 75  75 26  26 12  12 77  77 97  97 81  81 9  9 13  13 3  3 18  18 83  83 57  57 59  59 1  1 80

10 12  12 48  48 80  80 28  28 38  38 64  64 33  33 97  97 41  41 75  75 98  98 42  42 57  57 24  24 3  3 40  40 82  82 88  88 4  4 66  66 73  73 29  29 77  77 54  54 56  56 9  9 54  54 20  20 47  47 44  44 4  4 17  17 14  14 40  40 25  25 75  75 26  26 12  12 77  77 97  97 81  81 9  9 13  13 3  3 18  18 83  83 57  57 59  59 1  1 80
52 84  84 77  77 92  92 50  50 32  32 59  59 39  39 69  69 35  35 83  83 64  64 60  60 81  81 56  56 89  89 4  4 5  5 52  52 51  51 15  15 13  13 55  55 38  38 30  30 17  17 59  59 15  15 43  43 17  17 86  86 97  97 97  97 32  32 33  33 17  17 87  87 48  48 10  10 34  34 10  10 39  39 97  97 88  88 72  72 92  92 79  79 38  38 83  83 84  84 15

52 84  84 77  77 92  92 50  50 32  32 59  59 39  39 69  69 35  35 83  83 64  64 60  60 81  81 56  56 89  89 4  4 5  5 52  52 51  51 15  15 13  13 55  55 38  38 30  30 17  17 59  59 15  15 43  43 17  17 86  86 97  97 97  97 32  32 33  33 17  17 87  87 48  48 10  10 34  34 10  10 39  39 97  97 88  88 72  72 92  92 79  79 38  38 83  83 84  84 15
2 64  64 32  32 65  65 15  15 40  40 7  7 68  68 12  12 94  94 81  81 92  92 39  39 84  84 60  60 76  76 55  55 48  48 28  28 18  18 76  76 15  15 75  75 85  85 7  7 79  79 88  88 26  26 50  50 97  97 30  30 87  87 64  64 92  92 76  76 29  29 32  32 84  84 28  28 2  2 40  40 57  57 79  79 85  85 72  72 73  73 51  51 80  80 49  49 23  23 42

2 64  64 32  32 65  65 15  15 40  40 7  7 68  68 12  12 94  94 81  81 92  92 39  39 84  84 60  60 76  76 55  55 48  48 28  28 18  18 76  76 15  15 75  75 85  85 7  7 79  79 88  88 26  26 50  50 97  97 30  30 87  87 64  64 92  92 76  76 29  29 32  32 84  84 28  28 2  2 40  40 57  57 79  79 85  85 72  72 73  73 51  51 80  80 49  49 23  23 42
81 82  82 37  37 21  21 31  31 58  58 81  81 66  66 83  83 6  6 29  29 7  7 22  22 35  35 98  98 27  27 79  79 3  3 82  82 28  28 51  51 31  31 13  13 15  15 32  32 29  29 9  9 7  7 32  32 96  96 10  10 32  32 52  52 49  49 98  98 68  68 50  50 39  39 64  64 6  6 17  17 40  40 85  85 56  56 74  74 44  44 40  40 62  62 66  66 11  11 80

81 82  82 37  37 21  21 31  31 58  58 81  81 66  66 83  83 6  6 29  29 7  7 22  22 35  35 98  98 27  27 79  79 3  3 82  82 28  28 51  51 31  31 13  13 15  15 32  32 29  29 9  9 7  7 32  32 96  96 10  10 32  32 52  52 49  49 98  98 68  68 50  50 39  39 64  64 6  6 17  17 40  40 85  85 56  56 74  74 44  44 40  40 62  62 66  66 11  11 80
72 99  99 48  48 68  68 70  70 71  71 25  25 67  67 85  85 58  58 95  95 69  69 29  29 17  17 47  47 88  88 50  50 81  81 47  47 76  76 51  51 76  76 10  10 90  90 97  97 8  8 67  67 62  62 1  1 86  86 38  38 49  49 69  69 48  48 51  51 47  47 23  23 85  85 43  43 7  7 2  2 30  30 50  50 59  59 30  30 50  50 91  91 17  17 28  28 12  12 78

72 99  99 48  48 68  68 70  70 71  71 25  25 67  67 85  85 58  58 95  95 69  69 29  29 17  17 47  47 88  88 50  50 81  81 47  47 76  76 51  51 76  76 10  10 90  90 97  97 8  8 67  67 62  62 1  1 86  86 38  38 49  49 69  69 48  48 51  51 47  47 23  23 85  85 43  43 7  7 2  2 30  30 50  50 59  59 30  30 50  50 91  91 17  17 28  28 12  12 78
23 94  94 84  84 39  39 24  24 29  29 23  23 37  37 96  96 40  40 3  3 64  64 15  15 81  81 12  12 16  16 30  30 34  34 8  8 72  72 32  32 49  49 78  78 18  18 55  55 71  71 78  78 51  51 35  35 30  30 58  58 13  13 21  21 57  57 93  93 82  82 66  66 26  26 25  25 68  68 61  61 83  83 56  56 61  61 90  90 73  73 23  23 80  80 34  34 90  90 17

23 94  94 84  84 39  39 24  24 29  29 23  23 37  37 96  96 40  40 3  3 64  64 15  15 81  81 12  12 16  16 30  30 34  34 8  8 72  72 32  32 49  49 78  78 18  18 55  55 71  71 78  78 51  51 35  35 30  30 58  58 13  13 21  21 57  57 93  93 82  82 66  66 26  26 25  25 68  68 61  61 83  83 56  56 61  61 90  90 73  73 23  23 80  80 34  34 90  90 17
92 2  2 47  47 72  72 94  94 52  52 81  81 19  19 23  23 84  84 63  63 56  56 90  90 75  75 99  99 84  84 73  73 80  80 57  57 11  11 3  3 83  83 34  34 92  92 2  2 77  77 33  33 76  76 4  4 2  2 51  51 58  58 75  75 41  41 28  28 67  67 64  64 23  23 94  94 53  53 39  39 67  67 22  22 42  42 45  45 25  25 1  1 86  86 17  17 7  7 86

92 2  2 47  47 72  72 94  94 52  52 81  81 19  19 23  23 84  84 63  63 56  56 90  90 75  75 99  99 84  84 73  73 80  80 57  57 11  11 3  3 83  83 34  34 92  92 2  2 77  77 33  33 76  76 4  4 2  2 51  51 58  58 75  75 41  41 28  28 67  67 64  64 23  23 94  94 53  53 39  39 67  67 22  22 42  42 45  45 25  25 1  1 86  86 17  17 7  7 86
67 33  33 18  18 64  64 77  77 29  29 41  41 58  58 86  86 17  17 88  88 33  33 83  83 77  77 93  93 68  68 62  62 40  40 18  18 20  20 15  15 41  41 28  28 30  30 98  98 46  46 74  74 10  10 60  60 60  60 60  60 87  87 55  55 4  4 8  8 25  25 89  89 94  94 6  6 27  27 81  81 63  63 63  63 89  89 79  79 20  20 43  43 17  17 37  37 56  56 19

67 33  33 18  18 64  64 77  77 29  29 41  41 58  58 86  86 17  17 88  88 33  33 83  83 77  77 93  93 68  68 62  62 40  40 18  18 20  20 15  15 41  41 28  28 30  30 98  98 46  46 74  74 10  10 60  60 60  60 60  60 87  87 55  55 4  4 8  8 25  25 89  89 94  94 6  6 27  27 81  81 63  63 63  63 89  89 79  79 20  20 43  43 17  17 37  37 56  56 19
16 74  74 78  78 98  98 99  99 86  86 62  62 63  63 64  64 51  51 99  99 73  73 14  14 12  12 29  29 83  83 56  56 80  80 15  15 3  3 12  12 40  40 18  18 26  26 29  29 78  78 28  28 77  77 18  18 67  67 85  85 95  95 1  1 7  7 50  50 4  4 95  95 77  77 81  81 88  88 10  10 93  93 53  53 58  58 60  60 88  88 5  5 66  66 34  34 82  82 62

