40 62  62 77  77 15  15 5  5 13  13 39  39 8  8 93  93 61  61 38  38 87  87 36  36 63  63 68  68 76  76 82  82 39  39 75  75 93  93 2  2 8  8 91  91 35  35 62  62 59  59 31  31 1  1 14  14 37  37 58  58 34  34 82  82 16  16 70  70 85  85 59  59 1  1 5  5 60  60 47  47 43  43 87  87 84  84 22  22 3  3 21  21 73  73 30  30 95  95 10
14 85  85 84  84 93  93 89  89 83  83 7  7 85  85 14  14 26  26 80  80 50  50 69  69 21  21 96  96 99  99 16  16 22  22 68  68 25  25 62  62 91  91 48  48 9  9 59  59 53  53 59  59 38  38 22  22 30  30 71  71 18  18 68  68 83  83 80  80 78  78 61  61 20  20 79  79 39  39 51  51 70  70 39  39 95  95 11  11 64  64 82  82 61  61 98  98 17  17 33
69 97  97 98  98 90  90 58  58 4  4 1  1 41  41 22  22 73  73 17  17 27  27 51  51 86  86 42  42 59  59 24  24 73  73 2  2 90  90 12  12 86  86 45  45 5  5 34  34 10  10 30  30 38  38 59  59 28  28 11  11 90  90 82  82 12  12 51  51 8  8 85  85 22  22 85  85 14  14 42  42 72  72 82  82 37  37 86  86 67  67 79  79 57  57 53  53 57  57 79

69 97  97 98  98 90  90 58  58 4  4 1  1 41  41 22  22 73  73 17  17 27  27 51  51 86  86 42  42 59  59 24  24 73  73 2  2 90  90 12  12 86  86 45  45 5  5 34  34 10  10 30  30 38  38 59  59 28  28 11  11 90  90 82  82 12  12 51  51 8  8 85  85 22  22 85  85 14  14 42  42 72  72 82  82 37  37 86  86 67  67 79  79 57  57 53  53 57  57 79
76 79  79 99  99 8  8 35  35 89  89 6  6 54  54 75  75 30  30 42  42 68  68 92  92 14  14 30  30 6  6 66  66 71  71 11  11 77  77 85  85 65  65 4  4 94  94 80  80 95  95 16  16 71  71 9  9 62  62 20  20 20  20 39  39 46  46 84  84 58  58 75  75 66  66 65  65 33  33 3  3 38  38 35  35 88  88 67  67 66  66 87  87 25  25 35  35 38  38 97

76 79  79 99  99 8  8 35  35 89  89 6  6 54  54 75  75 30  30 42  42 68  68 92  92 14  14 30  30 6  6 66  66 71  71 11  11 77  77 85  85 65  65 4  4 94  94 80  80 95  95 16  16 71  71 9  9 62  62 20  20 20  20 39  39 46  46 84  84 58  58 75  75 66  66 65  65 33  33 3  3 38  38 35  35 88  88 67  67 66  66 87  87 25  25 35  35 38  38 97
42 61  61 20  20 53  53 58  58 33  33 10  10 72  72 31  31 41  41 23  23 53  53 4  4 5  5 41  41 46  46 23  23 76  76 30  30 11  11 66  66 91  91 71  71 79  79 19  19 25  25 42  42 58  58 18  18 46  46 99  99 95  95 35  35 75  75 77  77 82  82 62  62 56  56 61  61 52  52 55  55 89  89 8  8 6  6 32  32 95  95 83  83 21  21 62  62 40  40 1

42 61  61 20  20 53  53 58  58 33  33 10  10 72  72 31  31 41  41 23  23 53  53 4  4 5  5 41  41 46  46 23  23 76  76 30  30 11  11 66  66 91  91 71  71 79  79 19  19 25  25 42  42 58  58 18  18 46  46 99  99 95  95 35  35 75  75 77  77 82  82 62  62 56  56 61  61 52  52 55  55 89  89 8  8 6  6 32  32 95  95 83  83 21  21 62  62 40  40 1
80 99  99 11  11 29  29 83  83 81  81 41  41 92  92 13  13 22  22 59  59 52  52 35  35 33  33 88  88 18  18 12  12 50  50 11  11 20  20 63  63 64  64 39  39 55  55 30  30 33  33 45  45 47  47 2  2 90  90 22  22 88  88 49  49 33  33 85  85 59  59 69  69 3  3 13  13 99  99 88  88 52  52 35  35 22  22 24  24 7  7 66  66 82  82 89  89 96  96 92

80 99  99 11  11 29  29 83  83 81  81 41  41 92  92 13  13 22  22 59  59 52  52 35  35 33  33 88  88 18  18 12  12 50  50 11  11 20  20 63  63 64  64 39  39 55  55 30  30 33  33 45  45 47  47 2  2 90  90 22  22 88  88 49  49 33  33 85  85 59  59 69  69 3  3 13  13 99  99 88  88 52  52 35  35 22  22 24  24 7  7 66  66 82  82 89  89 96  96 92
39 8  8 5  5 28  28 78  78 2  2 61  61 20  20 52  52 63  63 83  83 8  8 29  29 82  82 83  83 36  36 41  41 13  13 37  37 47  47 5  5 69  69 86  86 90  90 74  74 18  18 97  97 37  37 31  31 71  71 19  19 38  38 62  62 33  33 27  27 9  9 38  38 53  53 38  38 90  90 61  61 46  46 80  80 90  90 8  8 53  53 35  35 32  32 31  31 17  17 64

39 8  8 5  5 28  28 78  78 2  2 61  61 20  20 52  52 63  63 83  83 8  8 29  29 82  82 83  83 36  36 41  41 13  13 37  37 47  47 5  5 69  69 86  86 90  90 74  74 18  18 97  97 37  37 31  31 71  71 19  19 38  38 62  62 33  33 27  27 9  9 38  38 53  53 38  38 90  90 61  61 46  46 80  80 90  90 8  8 53  53 35  35 32  32 31  31 17  17 64
19 92  92 58  58 78  78 53  53 74  74 20  20 4  4 54  54 84  84 86  86 2  2 31  31 87  87 40  40 62  62 92  92 98  98 50  50 23  23 66  66 46  46 57  57 32  32 92  92 19  19 41  41 33  33 83  83 81  81 4  4 37  37 29  29 94  94 5  5 84  84 51  51 16  16 41  41 2  2 34  34 32  32 84  84 22  22 10  10 32  32 27  27 34  34 5  5 23  23 42

19 92  92 58  58 78  78 53  53 74  74 20  20 4  4 54  54 84  84 86  86 2  2 31  31 87  87 40  40 62  62 92  92 98  98 50  50 23  23 66  66 46  46 57  57 32  32 92  92 19  19 41  41 33  33 83  83 81  81 4  4 37  37 29  29 94  94 5  5 84  84 51  51 16  16 41  41 2  2 34  34 32  32 84  84 22  22 10  10 32  32 27  27 34  34 5  5 23  23 42
32 44  44 34  34 65  65 96  96 28  28 22  22 25  25 91  91 4  4 53  53 11  11 71  71 88  88 83  83 57  57 77  77 11  11 12  12 66  66 8  8 16  16 38  38 11  11 82  82 66  66 51  51 6  6 98  98 28  28 96  96 23  23 96  96 92  92 16  16 18  18 44  44 4  4 46  46 11  11 43  43 59  59 78  78 5  5 38  38 20  20 15  15 84  84 77  77 13  13 26

32 44  44 34  34 65  65 96  96 28  28 22  22 25  25 91  91 4  4 53  53 11  11 71  71 88  88 83  83 57  57 77  77 11  11 12  12 66  66 8  8 16  16 38  38 11  11 82  82 66  66 51  51 6  6 98  98 28  28 96  96 23  23 96  96 92  92 16  16 18  18 44  44 4  4 46  46 11  11 43  43 59  59 78  78 5  5 38  38 20  20 15  15 84  84 77  77 13  13 26
90 42  42 37  37 19  19 45  45 65  65 12  12 56  56 10  10 39  39 58  58 57  57 88  88 39  39 6  6 35  35 92  92 63  63 89  89 98  98 57  57 92  92 45  45 33  33 67  67 70  70 84  84 67  67 67  67 92  92 81  81 42  42 49  49 76  76 15  15 37  37 2  2 34  34 51  51 78  78 22  22 83  83 44  44 27  27 21  21 50  50 39  39 55  55 92  92 58  58 43

90 42  42 37  37 19  19 45  45 65  65 12  12 56  56 10  10 39  39 58  58 57  57 88  88 39  39 6  6 35  35 92  92 63  63 89  89 98  98 57  57 92  92 45  45 33  33 67  67 70  70 84  84 67  67 67  67 92  92 81  81 42  42 49  49 76  76 15  15 37  37 2  2 34  34 51  51 78  78 22  22 83  83 44  44 27  27 21  21 50  50 39  39 55  55 92  92 58  58 43
30 79  79 11  11 53  53 93  93 27  27 68  68 41  41 95  95 17  17 86  86 74  74 55  55 39  39 25  25 98  98 93  93 63  63 10  10 38  38 24  24 97  97 94  94 16  16 57  57 37  37 98  98 37  37 23  23 10  10 94  94 73  73 69  69 24  24 92  92 54  54 34  34 92  92 50  50 67  67 63  63 28  28 46  46 14  14 14  14 22  22 35  35 97  97 59  59 76  76 90

30 79  79 11  11 53  53 93  93 27  27 68  68 41  41 95  95 17  17 86  86 74  74 55  55 39  39 25  25 98  98 93  93 63  63 10  10 38  38 24  24 97  97 94  94 16  16 57  57 37  37 98  98 37  37 23  23 10  10 94  94 73  73 69  69 24  24 92  92 54  54 34  34 92  92 50  50 67  67 63  63 28  28 46  46 14  14 14  14 22  22 35  35 97  97 59  59 76  76 90
31 13  13 26  26 5  5 54  54 16  16 52  52 63  63 18  18 37  37 92  92 63  63 8  8 92  92 93  93 95  95 59  59 82  82 43  43 58  58 97  97 75  75 46  46 29  29 13  13 28  28 76  76 73  73 99  99 85  85 40  40 58  58 7  7 96  96 25  25 51  51 57  57 93  93 6  6 23  23 1  1 25  25 88  88 76  76 38  38 4  4 41  41 5  5 97  97 78  78 72

31 13  13 26  26 5  5 54  54 16  16 52  52 63  63 18  18 37  37 92  92 63  63 8  8 92  92 93  93 95  95 59  59 82  82 43  43 58  58 97  97 75  75 46  46 29  29 13  13 28  28 76  76 73  73 99  99 85  85 40  40 58  58 7  7 96  96 25  25 51  51 57  57 93  93 6  6 23  23 1  1 25  25 88  88 76  76 38  38 4  4 41  41 5  5 97  97 78  78 72
1 65  65 87  87 63  63 52  52 21  21 94  94 57  57 61  61 81  81 53  53 58  58 7  7 80  80 77  77 43  43 63  63 42  42 98  98 53  53 90  90 79  79 2  2 66  66 60  60 22  22 38  38 58  58 35  35 51  51 29  29 49  49 15  15 12  12 54  54 15  15 67  67 93  93 91  91 82  82 72  72 89  89 59  59 81  81 61  61 50  50 90  90 52  52 5  5 57  57 3

1 65  65 87  87 63  63 52  52 21  21 94  94 57  57 61  61 81  81 53  53 58  58 7  7 80  80 77  77 43  43 63  63 42  42 98  98 53  53 90  90 79  79 2  2 66  66 60  60 22  22 38  38 58  58 35  35 51  51 29  29 49  49 15  15 12  12 54  54 15  15 67  67 93  93 91  91 82  82 72  72 89  89 59  59 81  81 61  61 50  50 90  90 52  52 5  5 57  57 3
75 74  74 30  30 53  53 20  20 14  14 99  99 34  34 23  23 64  64 50  50 94  94 1  1 1  1 58  58 76  76 26  26 33  33 33  33 58  58 34  34 92  92 13  13 96  96 84  84 7  7 82  82 81  81 83  83 88  88 19  19 38  38 89  89 61  61 19  19 27  27 23  23 33  33 96  96 35  35 81  81 10  10 45  45 98  98 61  61 5  5 10  10 40  40 90  90 56  56 5

75 74  74 30  30 53  53 20  20 14  14 99  99 34  34 23  23 64  64 50  50 94  94 1  1 1  1 58  58 76  76 26  26 33  33 33  33 58  58 34  34 92  92 13  13 96  96 84  84 7  7 82  82 81  81 83  83 88  88 19  19 38  38 89  89 61  61 19  19 27  27 23  23 33  33 96  96 35  35 81  81 10  10 45  45 98  98 61  61 5  5 10  10 40  40 90  90 56  56 5
80 93  93 70  70 47  47 97  97 3  3 31  31 91  91 92  92 23  23 66  66 94  94 34  34 64  64 85  85 57  57 56  56 60  60 1  1 90  90 18  18 98  98 65  65 89  89 95  95 53  53 57  57 44  44 23  23 14  14 3  3 40  40 87  87 31  31 8  8 15  15 67  67 43  43 58  58 45  45 46  46 56  56 31  31 73  73 28  28 46  46 12  12 20  20 8  8 75  75 72

80 93  93 70  70 47  47 97  97 3  3 31  31 91  91 92  92 23  23 66  66 94  94 34  34 64  64 85  85 57  57 56  56 60  60 1  1 90  90 18  18 98  98 65  65 89  89 95  95 53  53 57  57 44  44 23  23 14  14 3  3 40  40 87  87 31  31 8  8 15  15 67  67 43  43 58  58 45  45 46  46 56  56 31  31 73  73 28  28 46  46 12  12 20  20 8  8 75  75 72
11 72  72 51  51 2  2 39  39 5  5 51  51 33  33 81  81 60  60 63  63 37  37 79  79 23  23 16  16 42  42 24  24 5  5 9  9 52  52 61  61 24  24 63  63 27  27 26  26 38  38 31  31 92  92 87  87 96  96 12  12 31  31 82  82 98  98 61  61 22  22 2  2 68  68 54  54 58  58 2  2 58  58 40  40 5  5 43  43 61  61 91  91 15  15 19  19 62  62 49

11 72  72 51  51 2  2 39  39 5  5 51  51 33  33 81  81 60  60 63  63 37  37 79  79 23  23 16  16 42  42 24  24 5  5 9  9 52  52 61  61 24  24 63  63 27  27 26  26 38  38 31  31 92  92 87  87 96  96 12  12 31  31 82  82 98  98 61  61 22  22 2  2 68  68 54  54 58  58 2  2 58  58 40  40 5  5 43  43 61  61 91  91 15  15 19  19 62  62 49
70 86  86 77  77 28  28 79  79 59  59 71  71 59  59 22  22 16  16 35  35 9  9 44  44 65  65 18  18 74  74 18  18 44  44 39  39 26  26 15  15 53  53 80  80 63  63 42  42 19  19 61  61 91  91 5  5 64  64 60  60 19  19 60  60 77  77 77  77 6  6 96  96 46  46 75  75 75  75 71  71 98  98 25  25 74  74 8  8 11  11 54  54 10  10 6  6 28  28 21

70 86  86 77  77 28  28 79  79 59  59 71  71 59  59 22  22 16  16 35  35 9  9 44  44 65  65 18  18 74  74 18  18 44  44 39  39 26  26 15  15 53  53 80  80 63  63 42  42 19  19 61  61 91  91 5  5 64  64 60  60 19  19 60  60 77  77 77  77 6  6 96  96 46  46 75  75 75  75 71  71 98  98 25  25 74  74 8  8 11  11 54  54 10  10 6  6 28  28 21
38 84  84 22  22 44  44 7  7 94  94 17  17 59  59 16  16 40  40 43  43 33  33 54  54 47  47 87  87 65  65 56  56 92  92 85  85 69  69 27  27 27  27 57  57 44  44 95  95 26  26 70  70 28  28 7  7 25  25 24  24 56  56 36  36 39  39 91  91 65  65 90  90 9  9 74  74 90  90 63  63 41  41 3  3 47  47 63  63 82  82 77  77 20  20 12  12 71  71 40

38 84  84 22  22 44  44 7  7 94  94 17  17 59  59 16  16 40  40 43  43 33  33 54  54 47  47 87  87 65  65 56  56 92  92 85  85 69  69 27  27 27  27 57  57 44  44 95  95 26  26 70  70 28  28 7  7 25  25 24  24 56  56 36  36 39  39 91  91 65  65 90  90 9  9 74  74 90  90 63  63 41  41 3  3 47  47 63  63 82  82 77  77 20  20 12  12 71  71 40
69 9  9 83  83 36  36 61  61 31  31 57  57 30  30 46  46 76  76 16  16 49  49 15  15 36  36 55  55 20  20 51  51 70  70 29  29 57  57 9  9 13  13 68  68 30  30 84  84 25  25 21  21 77  77 15  15 62  62 16  16 55  55 80  80 63  63 31  31 4  4 88  88 4  4 32  32 1  1 63  63 65  65 83  83 71  71 46  46 80  80 34  34 6  6 83  83 37  37 4

69 9  9 83  83 36  36 61  61 31  31 57  57 30  30 46  46 76  76 16  16 49  49 15  15 36  36 55  55 20  20 51  51 70  70 29  29 57  57 9  9 13  13 68  68 30  30 84  84 25  25 21  21 77  77 15  15 62  62 16  16 55  55 80  80 63  63 31  31 4  4 88  88 4  4 32  32 1  1 63  63 65  65 83  83 71  71 46  46 80  80 34  34 6  6 83  83 37  37 4
47 28  28 79  79 49  49 85  85 34  34 13  13 50  50 34  34 38  38 89  89 70  70 28  28 37  37 93  93 47  47 4  4 69  69 6  6 15  15 81  81 33  33 78  78 19  19 21  21 39  39 93  93 15  15 50  50 93  93 57  57 3  3 83  83 48  48 74  74 60  60 35  35 18  18 90  90 4  4 60  60 71  71 82  82 34  34 88  88 52  52 64  64 51  51 75  75 4  4 30

47 28  28 79  79 49  49 85  85 34  34 13  13 50  50 34  34 38  38 89  89 70  70 28  28 37  37 93  93 47  47 4  4 69  69 6  6 15  15 81  81 33  33 78  78 19  19 21  21 39  39 93  93 15  15 50  50 93  93 57  57 3  3 83  83 48  48 74  74 60  60 35  35 18  18 90  90 4  4 60  60 71  71 82  82 34  34 88  88 52  52 64  64 51  51 75  75 4  4 30
34 23  23 31  31 48  48 8  8 36  36 68  68 57  57 85  85 61  61 98  98 96  96 13  13 24  24 75  75 24  24 49  49 92  92 44  44 17  17 6  6 96  96 46  46 50  50 46  46 76  76 25  25 3  3 80  80 15  15 20  20 24  24 65  65 78  78 5  5 99  99 55  55 53  53 79  79 5  5 92  92 65  65 3  3 24  24 18  18 16  16 31  31 45  45 33  33 2  2 94

34 23  23 31  31 48  48 8  8 36  36 68  68 57  57 85  85 61  61 98  98 96  96 13  13 24  24 75  75 24  24 49  49 92  92 44  44 17  17 6  6 96  96 46  46 50  50 46  46 76  76 25  25 3  3 80  80 15  15 20  20 24  24 65  65 78  78 5  5 99  99 55  55 53  53 79  79 5  5 92  92 65  65 3  3 24  24 18  18 16  16 31  31 45  45 33  33 2  2 94
18 52  52 22  22 78  78 29  29 49  49 62  62 71  71 54  54 57  57 80  80 63  63 58  58 61  61 40  40 38  38 42  42 86  86 90  90 78  78 84  84 10  10 20  20 1  1 79  79 9  9 21  21 29  29 71  71 13  13 41  41 80  80 57  57 1  1 92  92 11  11 85  85 77  77 64  64 67  67 60  60 44  44 65  65 32  32 15  15 19  19 30  30 81  81 86  86 88  88 13

18 52  52 22  22 78  78 29  29 49  49 62  62 71  71 54  54 57  57 80  80 63  63 58  58 61  61 40  40 38  38 42  42 86  86 90  90 78  78 84  84 10  10 20  20 1  1 79  79 9  9 21  21 29  29 71  71 13  13 41  41 80  80 57  57 1  1 92  92 11  11 85  85 77  77 64  64 67  67 60  60 44  44 65  65 32  32 15  15 19  19 30  30 81  81 86  86 88  88 13
48 81  81 3  3 93  93 94  94 56  56 97  97 40  40 1  1 33  33 42  42 54  54 42  42 60  60 21  21 90  90 97  97 17  17 85  85 42  42 81  81 99  99 39  39 86  86 42  42 15  15 69  69 91  91 59  59 7  7 36  36 21  21 85  85 14  14 66  66 4  4 20  20 56  56 82  82 34  34 23  23 33  33 9  9 21  21 27  27 38  38 83  83 70  70 36  36 97  97 3

48 81  81 3  3 93  93 94  94 56  56 97  97 40  40 1  1 33  33 42  42 54  54 42  42 60  60 21  21 90  90 97  97 17  17 85  85 42  42 81  81 99  99 39  39 86  86 42  42 15  15 69  69 91  91 59  59 7  7 36  36 21  21 85  85 14  14 66  66 4  4 20  20 56  56 82  82 34  34 23  23 33  33 9  9 21  21 27  27 38  38 83  83 70  70 36  36 97  97 3
20 25  25 45  45 96  96 56  56 33  33 55  55 79  79 43  43 89  89 93  93 73  73 91  91 73  73 92  92 30  30 45  45 33  33 99  99 22  22 77  77 11  11 21  21 70  70 50  50 10  10 48  48 61  61 6  6 78  78 15  15 92  92 13  13 18  18 93  93 44  44 28  28 16  16 77  77 90  90 54  54 99  99 24  24 91  91 8  8 54  54 17  17 60  60 21  21 37  37 58

20 25  25 45  45 96  96 56  56 33  33 55  55 79  79 43  43 89  89 93  93 73  73 91  91 73  73 92  92 30  30 45  45 33  33 99  99 22  22 77  77 11  11 21  21 70  70 50  50 10  10 48  48 61  61 6  6 78  78 15  15 92  92 13  13 18  18 93  93 44  44 28  28 16  16 77  77 90  90 54  54 99  99 24  24 91  91 8  8 54  54 17  17 60  60 21  21 37  37 58
50 25  25 20  20 87  87 83  83 3  3 25  25 39  39 42  42 81  81 92  92 84  84 4  4 3  3 68  68 69  69 15  15 60  60 19  19 4  4 5  5 87  87 82  82 10  10 24  24 50  50 65  65 40  40 43  43 56  56 48  48 65  65 54  54 97  97 88  88 39  39 30  30 65  65 46  46 41  41 10  10 59  59 60  60 10  10 12  12 11  11 94  94 99  99 31  31 15  15 25

50 25  25 20  20 87  87 83  83 3  3 25  25 39  39 42  42 81  81 92  92 84  84 4  4 3  3 68  68 69  69 15  15 60  60 19  19 4  4 5  5 87  87 82  82 10  10 24  24 50  50 65  65 40  40 43  43 56  56 48  48 65  65 54  54 97  97 88  88 39  39 30  30 65  65 46  46 41  41 10  10 59  59 60  60 10  10 12  12 11  11 94  94 99  99 31  31 15  15 25
77 7  7 1  1 54  54 22  22 62  62 77  77 49  49 29  29 23  23 54  54 67  67 95  95 83  83 48  48 33  33 87  87 80  80 76  76 75  75 60  60 52  52 29  29 55  55 74  74 92  92 11  11 61  61 4  4 29  29 53  53 28  28 57  57 30  30 6  6 74  74 84  84 13  13 92  92 83  83 19  19 45  45 93  93 65  65 6  6 38  38 88  88 19  19 72  72 27  27 5

77 7  7 1  1 54  54 22  22 62  62 77  77 49  49 29  29 23  23 54  54 67  67 95  95 83  83 48  48 33  33 87  87 80  80 76  76 75  75 60  60 52  52 29  29 55  55 74  74 92  92 11  11 61  61 4  4 29  29 53  53 28  28 57  57 30  30 6  6 74  74 84  84 13  13 92  92 83  83 19  19 45  45 93  93 65  65 6  6 38  38 88  88 19  19 72  72 27  27 5
10 55  55 1  1 89  89 19  19 24  24 14  14 54  54 29  29 76  76 32  32 68  68 51  51 97  97 27  27 36  36 22  22 32  32 74  74 71  71 23  23 53  53 16  16 15  15 68  68 85  85 22  22 99  99 80  80 49  49 8  8 56  56 80  80 17  17 58  58 85  85 24  24 50  50 24  24 21  21 90  90 5  5 28  28 82  82 47  47 13  13 58  58 33  33 9  9 92  92 42

10 55  55 1  1 89  89 19  19 24  24 14  14 54  54 29  29 76  76 32  32 68  68 51  51 97  97 27  27 36  36 22  22 32  32 74  74 71  71 23  23 53  53 16  16 15  15 68  68 85  85 22  22 99  99 80  80 49  49 8  8 56  56 80  80 17  17 58  58 85  85 24  24 50  50 24  24 21  21 90  90 5  5 28  28 82  82 47  47 13  13 58  58 33  33 9  9 92  92 42
69 22  22 6  6 71  71 70  70 60  60 81  81 30  30 23  23 68  68 11  11 68  68 17  17 63  63 60  60 65  65 34  34 48  48 57  57 49  49 65  65 54  54 15  15 12  12 9  9 85  85 31  31 82  82 94  94 79  79 4  4 70  70 32  32 17  17 61  61 41  41 39  39 34  34 17  17 7  7 25  25 77  77 14  14 43  43 55  55 93  93 75  75 25  25 83  83 2  2 35

69 22  22 6  6 71  71 70  70 60  60 81  81 30  30 23  23 68  68 11  11 68  68 17  17 63  63 60  60 65  65 34  34 48  48 57  57 49  49 65  65 54  54 15  15 12  12 9  9 85  85 31  31 82  82 94  94 79  79 4  4 70  70 32  32 17  17 61  61 41  41 39  39 34  34 17  17 7  7 25  25 77  77 14  14 43  43 55  55 93  93 75  75 25  25 83  83 2  2 35
43 22  22 88  88 60  60 89  89 14  14 71  71 49  49 41  41 95  95 21  21 35  35 34  34 81  81 90  90 56  56 52  52 75  75 94  94 77  77 17  17 84  84 7  7 8  8 33  33 61  61 92  92 96  96 55  55 71  71 20  20 58  58 18  18 36  36 56  56 79  79 24  24 2  2 86  86 29  29 33  33 72  72 60  60 51  51 93  93 72  72 4  4 33  33 26  26 85  85 18

43 22  22 88  88 60  60 89  89 14  14 71  71 49  49 41  41 95  95 21  21 35  35 34  34 81  81 90  90 56  56 52  52 75  75 94  94 77  77 17  17 84  84 7  7 8  8 33  33 61  61 92  92 96  96 55  55 71  71 20  20 58  58 18  18 36  36 56  56 79  79 24  24 2  2 86  86 29  29 33  33 72  72 60  60 51  51 93  93 72  72 4  4 33  33 26  26 85  85 18
46 71  71 69  69 82  82 36  36 71  71 80  80 16  16 24  24 81  81 78  78 73  73 81  81 32  32 78  78 91  91 91  91 60  60 16  16 18  18 67  67 97  97 66  66 45  45 44  44 84  84 39  39 76  76 5  5 34  34 60  60 80  80 94  94 23  23 88  88 28  28 57  57 28  28 93  93 41  41 57  57 93  93 73  73 46  46 93  93 58  58 48  48 97  97 88  88 67  67 75

46 71  71 69  69 82  82 36  36 71  71 80  80 16  16 24  24 81  81 78  78 73  73 81  81 32  32 78  78 91  91 91  91 60  60 16  16 18  18 67  67 97  97 66  66 45  45 44  44 84  84 39  39 76  76 5  5 34  34 60  60 80  80 94  94 23  23 88  88 28  28 57  57 28  28 93  93 41  41 57  57 93  93 73  73 46  46 93  93 58  58 48  48 97  97 88  88 67  67 75
60 99  99 63  63 12  12 30  30 54  54 25  25 83  83 99  99 23  23 43  43 54  54 94  94 10  10 48  48 22  22 23  23 54  54 66  66 87  87 44  44 67  67 27  27 77  77 40  40 77  77 20  20 8  8 8  8 44  44 14  14 99  99 73  73 14  14 74  74 19  19 7  7 91  91 92  92 77  77 16  16 8  8 22  22 51  51 47  47 73  73 87  87 41  41 26  26 46  46 67

60 99  99 63  63 12  12 30  30 54  54 25  25 83  83 99  99 23  23 43  43 54  54 94  94 10  10 48  48 22  22 23  23 54  54 66  66 87  87 44  44 67  67 27  27 77  77 40  40 77  77 20  20 8  8 8  8 44  44 14  14 99  99 73  73 14  14 74  74 19  19 7  7 91  91 92  92 77  77 16  16 8  8 22  22 51  51 47  47 73  73 87  87 41  41 26  26 46  46 67
32 97  97 1  1 26  26 69  69 88  88 82  82 34  34 9  9 56  56 27  27 83  83 12  12 47  47 2  2 25  25 48  48 88  88 99  99 10  10 35  35 39  39 14  14 74  74 7  7 65  65 10  10 17  17 17  17 27  27 74  74 68  68 15  15 70  70 97  97 78  78 70  70 3  3 56  56 23  23 59  59 82  82 15  15 92  92 92  92 31  31 20  20 22  22 93  93 50  50 1

